No,REQ,req version,Detection Verified in spec,all table verified,Failure Familly, related,Failure type,Failure severity,SAFETY RELEVANT ?,Defect Name,Description,Monitored Data,DataFiltering / DataConsitency Mechanism,Defect running condition,Defect Frozen condition,Defect Stop condition,Defect Protection,PAR_EnumDefectDetectionType,Defect Detection Condition,No detect condition,PAR_[Defect_Name]_InitialState,Defect filtering CounterHi,Defect Filtering CounterLo,PAR_[Defect_Name]_Increment,PAR_[Defect_Name]_Decrement,[Defect_Name]_DefectEvaluationPeriod (ms),Typical comfirmation time (ms) information only,Typical time to deconfirm (ms) information only,Function inhibition management,PAR_[Defect_Name]_Reversibility,Defect reporting,Defect logging,PAR_[Defect_Name]_RetryAuthorization,PAR_[Defect_Name]_Reinitialize,Defect retry condition,PAR_[Defect_Name]_NbrOfEvalPeriodBtwRetries,Delay between retries,PAR_[Defect_Name]_NbrMaxRetry,PAR_[Defect_Name]_NbrOfEvalPeriodMaxInRetryPreparation,Max delay in retry preparation,PAR_[DefectName]_DiagnosticSupressionNumberOfPeriods,Defect retry action,Defect retry counter init,Defect retry succeed counter value,Defect retry failed counter value,Defect retry increment,Defect retry decrement,Defect supression time (ms),commentaire
90.0,LAMP_ECU_DEF_90,1.0,I_Power Supply Interface,YES,,,,Power range is not ready,Safety relevant,DEF_DRIVER_ELEC_RANGEREADYNESS,At start consider we have a UV or OV,Selected power input voltage (depends on which switch is closed / open),HW,DEF_Driver_ELEC_RANGEREADYNESS has never been Absent,Never,DEF_Driver_ELEC_RANGEREADYNESS is absent,HW,2D,Measured voltage at input is lower than PAR_UVValidThreshold or higher than PAR_OVValidThreshold,Measured voltage at input is between PAR_UVunValidThreshold and PAR_OVunValidThreshold,DEF_Driver_ELEC_RANGEREADYNESS_confirmed,127.0,-128.0,127.0,256.0,10.0,10.0,10.0,"Switch OFF boost / buck
Switch OFF Steppers
Switch off smarts",1,Function status if possible,none,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
91.0,LAMP_ECU_DEF_91,1.0,FRS SAT 5V supply,YES,,,,Elec with lost function,Safety relavant,DEF_LDO_5VOPSAT_OUTOFRANGE1,The 5V power Supply is out of range,ADC data,HW,,Never,,HW,1D,V_reset is Low,V_reset is High,DEF_LDO_5VOPSAT_OUTOFRANGE1_absent,127.0,-128.0,4.0,127.0,10.0,320.0,30.0,"(TPS switch ON when 5V loss)
none",0,,,1.0,0.0,,500,5000,3,500,5000,1,remove fault inhibition,50,0,100,1,2,10,
92.0,LAMP_ECU_DEF_92,1.0,FRS OpenCollector Frequency signal,YES,,,,Function loss,Safety relevant,DEF_FAN_DIAGFREQUENCY_WorkOUTOFRANGE1,issue with FAN DIAG frequency,FAN frequency,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 diagnostic supression time has elapsed
AND
FAN1_Activ",Never,,HW,2D,When the FreqValX is not in between  [PAR_MinFreqWorkingDiagX ; PAR_MaxFreqWorkingDiagX] ,When the FreqValX is in between  [PAR_MinFreqWorkingDiagX ; PAR_MaxFreqWorkingDiagX] ,DEF_FAN_DIAGFREQUENCY_WorkOUTOFRANGE1_absent,127.0,-128.0,13.0,255.0,1000.0,10000.0,1000.0,,0,"OV flag if provided in DBC
Function status flag",OV DTC if provided,1.0,1.0, Condition_GENERAL_UV_OV  / smart is present on the board,5,5000,3,5,5000,1,remove fault inhibition,50,0,100,1,2,1000,
93.0,LAMP_ECU_DEF_93,1.0,FRS OpenCollector Frequency signal,YES,,,,Function loss,Safety relevant,DEF_FAN_DIAGFREQUENCY_WorkOUTOFRANGE2,issue with FAN DIAG frequency,FAN frequency,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 diagnostic supression time has elapsed
AND
FAN2_Activ",Never,,HW,2D,When the FreqValX is not in between  [PAR_MinFreqWorkingDiagX ; PAR_MaxFreqWorkingDiagX] ,When the FreqValX is in between  [PAR_MinFreqWorkingDiagX ; PAR_MaxFreqWorkingDiagX] ,DEF_FAN_DIAGFREQUENCY_WorkOUTOFRANGE2_absent,127.0,-128.0,13.0,255.0,1000.0,10000.0,1000.0,,0,Function status if possible,none,1.0,1.0, Condition_GENERAL_UV_OV  / smart is present on the board,5,5000,3,5,5000,1,remove fault inhibition,50,0,100,1,2,1000,
94.0,LAMP_ECU_DEF_94,1.0,FRS OpenCollector Frequency signal,YES,,,,Function loss,Safety relevant,DEF_FAN_DIAGFREQUENCY_NotWorkOUTOFRANGE1,issue with FAN DIAG frequency,FAN frequency,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 diagnostic supression time has elapsed
AND
FAN1_NotActiv",Never,,HW,1D,Bigger than PAR_MaxFreqNotWorkingDiag,Equal or smaller than PAR_MaxFreqNotWorkingDiag,DEF_FAN_DIAGFREQUENCY_NotWorkOUTOFRANGE1_absent,127.0,-128.0,13.0,255.0,1000.0,10000.0,1000.0,,0,"OV flag if provided in DBC
Function status flag",OV DTC if provided,1.0,1.0, Condition_GENERAL_UV_OV  / smart is present on the board,5,5000,3,5,5000,1,remove fault inhibition,50,0,100,1,2,1000,
95.0,LAMP_ECU_DEF_95,1.0,FRS OpenCollector Frequency signal,YES,,,,Function loss,Safety relevant,DEF_FAN_DIAGFREQUENCY_NotWorkOUTOFRANGE2,issue with FAN DIAG frequency,FAN frequency,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 diagnostic supression time has elapsed
AND
FAN2_NotActiv",Never,,HW,1D,Bigger than PAR_MaxFreqNotWorkingDiag,Equal or smaller than PAR_MaxFreqNotWorkingDiag,DEF_FAN_DIAGFREQUENCY_NotWorkOUTOFRANGE2_absent,127.0,-128.0,13.0,255.0,1000.0,10000.0,1000.0,,0,Function status if possible,none,1.0,1.0, Condition_GENERAL_UV_OV  / smart is present on the board,5,5000,3,5,5000,1,remove fault inhibition,50,0,100,1,2,1000,
96.0,LAMP_ECU_DEF_96,1.0,F_Dynamic_Leveling_Management,YES,,,,Function loss,Safety relevant,DEF_LinFail,The LIN communication failure,LIN bus Failure,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 diagnostic supression time has elapsed
AND
Dynamic Leveling_Needed",Never,,HW,1D,LIN bus communication Error,LIN bus communication Normal,DEF_LinFail_Absent,127.0,-128.0,6.0,255.0,500.0,11000.0,500.0,,1,Function status if possible,none,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
97.0,LAMP_ECU_DEF_97,1.0,F_Dynamic_Leveling_Management,YES,,,,Function loss,Safety relevant,DEF_DhlFail_Motor,The Dynamic Leveling Motor failure,DHL Failure,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 diagnostic supression time has elapsed
AND
Dynamic Leveling_Activ",,,,1D,DHL Motor Error(D7)=1,DHL Motor Normal=0,DEF_DhlFail_Motor_Absent,960.0,-1024.0,1.0,1024.0,10.0,9600.0,20.0,,0,,,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
98.0,LAMP_ECU_DEF_98,1.0,F_Dynamic_Leveling_Management,YES,,,,Function loss,Safety relevant,DEF_DhlFail_Sensor,The Dynamic Leveling Sensor control failure,DHL Failure,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 diagnostic supression time has elapsed
AND
Dynamic Leveling_Activ",,,,1D,DHL Sensor Error(D6)=1,DHLSensor Normal=0,DEF_DhlFail_Sensor_Absent,960.0,-1024.0,1.0,1024.0,10.0,9600.0,20.0,,0,,,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
99.0,LAMP_ECU_DEF_99,1.0,F_Dynamic_Leveling_Management,YES,,,,Function loss,Safety relevant,DEF_DhlFail_PowerSupply,The Dynamic Leveling Power supply voltage out of range ,DHL Failure,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 diagnostic supression time has elapsed
AND
Dynamic Leveling_Needed",,,,1D,DHL PowerSupply Voltage Error(D5)=1,DHL PowerSupply Voltage Normal(D5)=0,DEF_DhlFail_PowerSupply_Absent,960.0,-1024.0,1.0,1024.0,10.0,9600.0,20.0,,1,0,0,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
100.0,LAMP_ECU_DEF_100,1.0, F_Output_Signal_Analog_Voltage,YES,,,,Function loss,Safety relevant,DEF_DaSignalShortToPwr,D/A signal line short to Power,SHL Failure,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 diagnostic supression time has elapsed
AND
Static Leveling_Activ",,,,1D,DA_Volt_DaSignalOut>  INP_Volt_IPD4-PAR_VoltSCtoPwrTol,DA_Volt_DaSignalOut<=  INP_Volt_IPD4-PAR_VoltSCtoPwrTol,DEF_DaSignalShortToPwr_Absent,960.0,-1024.0,1.0,1024.0,10.0,9600.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,500,5000,255,500,5000,1,remove fault inhibition,50,0,100,1,2,10,
101.0,LAMP_ECU_DEF_101,1.0, F_Output_Signal_Analog_Voltage,YES,,,,Function loss,Safety relevant,DEF_DaSignalShortToGnd,D/A signal line short to Ground,SHL Failure,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 diagnostic supression time has elapsed
AND
Static Leveling_Activ",,,,1D,DA_Volt_DaSignalOut< PAR_VoltSCtoGndTol   ,DA_Volt_DaSignalOut>= PAR_VoltSCtoGndTol   ,DEF_DaSignalShortToGnd_Absent,960.0,-1024.0,1.0,1024.0,10.0,9600.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,500,5000,255,500,5000,1,remove fault inhibition,50,0,100,1,2,10,
102.0,LAMP_ECU_DEF_102,1.0, F_Output_Signal_Analog_Voltage,YES,,,,Function loss,Safety relevant,DEF_ShlPwrOutOfRange,D/A signal input power out of range(8V to 18V),SHL Failure,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 diagnostic supression time has elapsed
AND
Static Leveling_Needed",,,,2D,In case POWI_VoltPowersupplyFilt_ECUB is higher than PAR_Voltfunction_High+PAR_VoltHyst or the  POWI_VoltPowersupplyFilt_ECUB  is lower than PAR_Voltfunction_Low-PAR_VoltHyst,In case POWI_VoltPowersupplyFilt_ECUB is lower than PAR_Voltfunction_High and the  POWI_VoltPowersupplyFilt_ECUB  is higher than PAR_Voltfunction_Low,DEF_ShlPwrOutOfRange_Absent,960.0,-1024.0,1.0,1024.0,10.0,9600.0,20.0,,1,,,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
103.0,LAMP_ECU_DEF_103,1.0,I_INFS_Signal_Management,YES,,,,Function loss,Safety relevant,DEF_INFSStsInWork,INFS signal of working state.,INFS signal ,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 diagnostic supression time has elapsed
AND
Bumper1_Activ",,,,1D,"For DC signal Depend on PAR_INFSWorkDCType:Type of validated signal 
Type0: Low Level signal  or PWM signal validated(TRUE),
Type1: High Level signal or PWM signal validated(TRUE), 
For PWM signal:
Frequency: Out of range PAR_INFSFreqNormalMin to PAR_INFSFreqNormalMax,
 Duty cycle: Out of PAR_INFSPwmDcyMin to PAR_INFSPwmDcyMax
","For DC signal Depend on PAR_INFSWorkDCType:Type of validated signal 
Type0: High Level signal unvalidated(FALSE).
Type1:  Low Level signal unvalidated(FALSE).
For PWM signal:
Frequency: In range PAR_INFSFreqNormalMin to PAR_INFSFreqNormalMax,
 Duty cycle: In PAR_INFSPwmDcyMin to PAR_INFSPwmDcyMax
",DEF_INFSStsInWork_Absent,960.0,-1024.0,1.0,1024.0,10.0,9600.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,500,5000,3,500,5000,1,remove fault inhibition,50,0,100,1,2,10,
104.0,LAMP_ECU_DEF_104,1.0,I_INFS_Signal_Management,YES,,,,Function loss,Safety relevant,DEF_INFSStsNoWork,INFS signal of Not working state.,INFS signal ,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 diagnostic supression time has elapsed
AND
Bumper1_Activ",,,,1D,"Depend on PAR_INFSNoWorkType:Type of validated signal 
Type0: Low Level signal  or PWM signal validated(TRUE),
Type1: High Level signal or PWM signal validated(TRUE), 
","Depend on PAR_INFSNoWorkType:Type of validated signal 
Type0: High Level signal  validated(TRUE),
Type1: Low Level signal validated(TRUE), 
",DEF_INFSStsNoWork_Absent,960.0,-1024.0,1.0,1024.0,10.0,9600.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,500,5000,3,500,5000,1,remove fault inhibition,50,0,100,1,2,10,
105.0,LAMP_ECU_DEF_105,1.0,F_Matrix_Controller_Management,YES,,,,Function loss,Safety relevant,DEF_LED_OCSC_Func1,"Function LED defect flag
""j"" is the value from 1 to 15, means the index of 15 functions.",MLC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 Function X is activated
AND
 diagnostic supression time has elapsed",Never,,HW,2D,"Function control by MLC, OC or SC failure detected.","Function control by MLC, OC and SC failure not detected.",DEF_LED_OCSC_Func1_Absent,960.0,-1024.0,10.0,1024.0,10.0,960.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,50,500,3,50,500,1,remove fault inhibition,50,0,100,1,2,10,
106.0,LAMP_ECU_DEF_106,1.0,F_Matrix_Controller_Management,YES,,,,Function loss,Safety relevant,DEF_LED_OCSC_Func2,"Function LED defect flag
""j"" is the value from 1 to 15, means the index of 15 functions.",MLC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 Function X is activated
AND
 diagnostic supression time has elapsed",Never,,HW,2D,"Function control by MLC, OC or SC failure detected.","Function control by MLC, OC and SC failure not detected.",DEF_LED_OCSC_Func2_Absent,960.0,-1024.0,10.0,1024.0,10.0,960.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,50,500,3,50,500,1,remove fault inhibition,50,0,100,1,2,10,
107.0,LAMP_ECU_DEF_107,1.0,F_Matrix_Controller_Management,YES,,,,Function loss,Safety relevant,DEF_LED_OCSC_Func3,"Function LED defect flag
""j"" is the value from 1 to 15, means the index of 15 functions.",MLC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 Function X is activated
AND
 diagnostic supression time has elapsed",Never,,HW,2D,"Function control by MLC, OC or SC failure detected.","Function control by MLC, OC and SC failure not detected.",DEF_LED_OCSC_Func3_Absent,960.0,-1024.0,10.0,1024.0,10.0,960.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,50,500,3,50,500,1,remove fault inhibition,50,0,100,1,2,10,
108.0,LAMP_ECU_DEF_108,1.0,F_Matrix_Controller_Management,YES,,,,Function loss,Safety relevant,DEF_LED_OCSC_Func4,"Function LED defect flag
""j"" is the value from 1 to 15, means the index of 15 functions.",MLC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 Function X is activated
AND
 diagnostic supression time has elapsed",Never,,HW,2D,"Function control by MLC, OC or SC failure detected.","Function control by MLC, OC and SC failure not detected.",DEF_LED_OCSC_Func4_Absent,960.0,-1024.0,10.0,1024.0,10.0,960.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,50,500,3,50,500,1,remove fault inhibition,50,0,100,1,2,10,
109.0,LAMP_ECU_DEF_109,1.0,F_Matrix_Controller_Management,YES,,,,Function loss,Safety relevant,DEF_LED_OCSC_Func5,"Function LED defect flag
""j"" is the value from 1 to 15, means the index of 15 functions.",MLC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 Function X is activated
AND
 diagnostic supression time has elapsed",Never,,HW,2D,"Function control by MLC, OC or SC failure detected.","Function control by MLC, OC and SC failure not detected.",DEF_LED_OCSC_Func5_Absent,960.0,-1024.0,10.0,1024.0,10.0,960.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,50,500,3,50,500,1,remove fault inhibition,50,0,100,1,2,10,
110.0,LAMP_ECU_DEF_110,1.0,F_Matrix_Controller_Management,YES,,,,Function loss,Safety relevant,DEF_LED_OCSC_Func6,"Function LED defect flag
""j"" is the value from 1 to 15, means the index of 15 functions.",MLC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 Function X is activated
AND
 diagnostic supression time has elapsed",Never,,HW,2D,"Function control by MLC, OC or SC failure detected.","Function control by MLC, OC and SC failure not detected.",DEF_LED_OCSC_Func6_Absent,960.0,-1024.0,10.0,1024.0,10.0,960.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,50,500,3,50,500,1,remove fault inhibition,50,0,100,1,2,10,
111.0,LAMP_ECU_DEF_111,1.0,F_Matrix_Controller_Management,YES,,,,Function loss,Safety relevant,DEF_LED_OCSC_Func7,"Function LED defect flag
""j"" is the value from 1 to 15, means the index of 15 functions.",MLC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 Function X is activated
AND
 diagnostic supression time has elapsed",Never,,HW,2D,"Function control by MLC, OC or SC failure detected.","Function control by MLC, OC and SC failure not detected.",DEF_LED_OCSC_Func7_Absent,960.0,-1024.0,10.0,1024.0,10.0,960.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,50,500,3,50,500,1,remove fault inhibition,50,0,100,1,2,10,
112.0,LAMP_ECU_DEF_112,1.0,F_Matrix_Controller_Management,YES,,,,Function loss,Safety relevant,DEF_LED_OCSC_Func8,"Function LED defect flag
""j"" is the value from 1 to 15, means the index of 15 functions.",MLC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 Function X is activated
AND
 diagnostic supression time has elapsed",Never,,HW,2D,"Function control by MLC, OC or SC failure detected.","Function control by MLC, OC and SC failure not detected.",DEF_LED_OCSC_Func8_Absent,960.0,-1024.0,10.0,1024.0,10.0,960.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,50,500,3,50,500,1,remove fault inhibition,50,0,100,1,2,10,
113.0,LAMP_ECU_DEF_113,1.0,F_Matrix_Controller_Management,YES,,,,Function loss,Safety relevant,DEF_LED_OCSC_Func9,"Function LED defect flag
""j"" is the value from 1 to 15, means the index of 15 functions.",MLC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 Function X is activated
AND
 diagnostic supression time has elapsed",Never,,HW,2D,"Function control by MLC, OC or SC failure detected.","Function control by MLC, OC and SC failure not detected.",DEF_LED_OCSC_Func9_Absent,960.0,-1024.0,10.0,1024.0,10.0,960.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,50,500,3,50,500,1,remove fault inhibition,50,0,100,1,2,10,
114.0,LAMP_ECU_DEF_114,1.0,F_Matrix_Controller_Management,YES,,,,Function loss,Safety relevant,DEF_LED_OCSC_Func10,"Function LED defect flag
""j"" is the value from 1 to 15, means the index of 15 functions.",MLC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 Function X is activated
AND
 diagnostic supression time has elapsed",Never,,HW,2D,"Function control by MLC, OC or SC failure detected.","Function control by MLC, OC and SC failure not detected.",DEF_LED_OCSC_Func10_Absent,960.0,-1024.0,10.0,1024.0,10.0,960.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,50,500,3,50,500,1,remove fault inhibition,50,0,100,1,2,10,
115.0,LAMP_ECU_DEF_115,1.0,F_Matrix_Controller_Management,YES,,,,Function loss,Safety relevant,DEF_LED_OCSC_Func11,"Function LED defect flag
""j"" is the value from 1 to 15, means the index of 15 functions.",MLC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 Function X is activated
AND
 diagnostic supression time has elapsed",Never,,HW,2D,"Function control by MLC, OC or SC failure detected.","Function control by MLC, OC and SC failure not detected.",DEF_LED_OCSC_Func11_Absent,960.0,-1024.0,10.0,1024.0,10.0,960.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,50,500,3,50,500,1,remove fault inhibition,50,0,100,1,2,10,
116.0,LAMP_ECU_DEF_116,1.0,F_Matrix_Controller_Management,YES,,,,Function loss,Safety relevant,DEF_LED_OCSC_Func12,"Function LED defect flag
""j"" is the value from 1 to 15, means the index of 15 functions.",MLC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 Function X is activated
AND
 diagnostic supression time has elapsed",Never,,HW,2D,"Function control by MLC, OC or SC failure detected.","Function control by MLC, OC and SC failure not detected.",DEF_LED_OCSC_Func12_Absent,960.0,-1024.0,10.0,1024.0,10.0,960.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,50,500,3,50,500,1,remove fault inhibition,50,0,100,1,2,10,
117.0,LAMP_ECU_DEF_117,1.0,F_Matrix_Controller_Management,YES,,,,Function loss,Safety relevant,DEF_LED_OCSC_Func13,"Function LED defect flag
""j"" is the value from 1 to 15, means the index of 15 functions.",MLC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 Function X is activated
AND
 diagnostic supression time has elapsed",Never,,HW,2D,"Function control by MLC, OC or SC failure detected.","Function control by MLC, OC and SC failure not detected.",DEF_LED_OCSC_Func13_Absent,960.0,-1024.0,10.0,1024.0,10.0,960.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,50,500,3,50,500,1,remove fault inhibition,50,0,100,1,2,10,
118.0,LAMP_ECU_DEF_118,1.0,F_Matrix_Controller_Management,YES,,,,Function loss,Safety relevant,DEF_LED_OCSC_Func14,"Function LED defect flag
""j"" is the value from 1 to 15, means the index of 15 functions.",MLC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 Function X is activated
AND
 diagnostic supression time has elapsed",Never,,HW,2D,"Function control by MLC, OC or SC failure detected.","Function control by MLC, OC and SC failure not detected.",DEF_LED_OCSC_Func14_Absent,960.0,-1024.0,10.0,1024.0,10.0,960.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,50,500,3,50,500,1,remove fault inhibition,50,0,100,1,2,10,
119.0,LAMP_ECU_DEF_119,1.0,F_Matrix_Controller_Management,YES,,,,Function loss,Safety relevant,DEF_LED_OCSC_Func15,"Function LED defect flag
""j"" is the value from 1 to 15, means the index of 15 functions.",MLC data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 Function X is activated
AND
 diagnostic supression time has elapsed",Never,,HW,2D,"Function control by MLC, OC or SC failure detected.","Function control by MLC, OC and SC failure not detected.",DEF_LED_OCSC_Func15_Absent,960.0,-1024.0,10.0,1024.0,10.0,960.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,50,500,3,50,500,1,remove fault inhibition,50,0,100,1,2,10,
120.0,LAMP_ECU_DEF_120,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_CFAIL_MLC_1,"Charge pump fail flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"CFAIL equal to 1, ",CFAIL equal to 0,DEF_CFAIL_MLC_1_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,500,2500,3,500,2500,1,remove fault inhibition,50,0,100,1,2,5,
121.0,LAMP_ECU_DEF_121,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_CFAIL_MLC_2,"Charge pump fail flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"CFAIL equal to 1, ",CFAIL equal to 0,DEF_CFAIL_MLC_2_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,500,2500,3,500,2500,1,remove fault inhibition,50,0,100,1,2,5,
122.0,LAMP_ECU_DEF_122,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_CFAIL_MLC_3,"Charge pump fail flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"CFAIL equal to 1, ",CFAIL equal to 0,DEF_CFAIL_MLC_3_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,500,2500,3,500,2500,1,remove fault inhibition,50,0,100,1,2,5,
123.0,LAMP_ECU_DEF_123,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_CFAIL_MLC_4,"Charge pump fail flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"CFAIL equal to 1, ",CFAIL equal to 0,DEF_CFAIL_MLC_4_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,0,,,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,500,2500,3,500,2500,1,remove fault inhibition,50,0,100,1,2,5,
124.0,LAMP_ECU_DEF_124,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_OTW1_MLC_1,"Over temperature warning 1 fail flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"OTW1 equal to 1, ",OTW1 equal to 0,DEF_OTW1_MLC_1_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
